weight_mech_1,weight_mech_2,weight_mech_3,weight_mech_4
0.28183907148643156,0.026375706191463427,0.5875991807644616,0.10418604155764333
0.2600492284247139,0.21012968648623648,0.40324383858411794,0.12657724650493155
0.38848289281602344,0.1644060768729835,0.34703277986877273,0.10007825044222035
0.23326885341470693,0.4318198910844146,0.24009905796633366,0.09481219753454474
0.375981356415255,0.012774556516838788,0.5131658278581538,0.09807825920975244
0.07349757531884575,0.3921036375454599,0.42719875021566023,0.10720003692003424
0.24458542114680515,0.10746506611810294,0.4997488301284924,0.1482006826065996
0.22851660687743947,0.0721644462943369,0.6190843517436234,0.08023459508460032
0.321152974589391,0.06508879623416793,0.5112994995176591,0.1024587296587819
0.22682212566188573,0.029012363812695976,0.6198104220149748,0.12435508851044338
0.2869718434676096,0.14884785288507796,0.42411620303396463,0.1400641006133478
0.13179016045867448,0.280285028703009,0.520179601954686,0.06774520888363046
0.12528111851108875,0.4327221958913437,0.3328841618512334,0.10911252374633423
0.1981551659578267,0.3312126599189268,0.3233537304560626,0.14727844366718396
0.1280050051349055,0.3354207360200637,0.37989890167013984,0.15667535717489098
0.29491368223284237,0.1327499493551122,0.46216518058661016,0.11017118782543521
0.2664423829079275,0.1347186159746157,0.47385906002973505,0.12497994108772191
0.3305389215157982,0.06627891166748419,0.4735942263963815,0.12958794042033608
0.08814227924955385,0.6437820054076531,0.15105304426307448,0.1170226710797186
0.368619100550849,0.0860993397174639,0.4413589507088852,0.10392260902280198
0.0849160679123201,0.3106064454736309,0.45299138034994507,0.1514861062641039
0.10859404030107,0.31724917902381067,0.4437602477027351,0.13039653297238407
0.21921228730479694,0.29952639998254627,0.3264235133774749,0.1548377993351818
0.4411516410212516,0.07920710347432872,0.3717797942785012,0.1078614612259185
0.08654072753459516,0.30606474050085913,0.44953033322618036,0.15786419873836524
0.12062824518794692,0.40606642769227635,0.3791270027157373,0.0941783244040394
0.2101869080407361,0.5720898614750749,0.08819731654956811,0.12952591393462087
0.4639886730488625,0.3306902166798462,0.10606152234897366,0.09925958792231768
0.32817720546439794,0.001120574241407013,0.540456660270973,0.13024556002322196
0.2718906999648155,0.0022422322764173983,0.6080900070294497,0.11777706072931733
0.13280473381094537,0.06093190300348631,0.6546095311345905,0.1516538320509777
0.2709172138348905,0.15111475261580745,0.49944959064526145,0.07851844290404071
0.025798752622909402,0.6413191757125226,0.18265286085762705,0.1502292108069409
0.22900754789577416,0.037727156984469094,0.6184200118846093,0.11484528323514759
0.3465287612713158,0.21700967603464721,0.3357710486639683,0.10069051403006866
