weight_mech_1,weight_mech_2
0.9579957897376676,0.04200421026233231
0.9748553170450872,0.025144682954912706
0.9514802420593566,0.048519757940643386
0.9179279166591556,0.0820720833408443
0.9694490082559182,0.03055099174408187
0.9989260493398753,0.0010739506601247823
0.9532156815642014,0.04678431843579849
0.9607530071060603,0.03924699289393969
0.982835509525725,0.017164490474274943
0.9935335121929,0.006466487807099932
0.9175831932497163,0.08241680675028373
0.91608116520613,0.08391883479386997
0.98268006481913,0.017319935180869998
0.9910577582747492,0.008942241725250792
0.9886951353015654,0.01130486469843464
0.9912006132640195,0.00879938673598044
0.9933668036879194,0.006633196312080557
0.973744300939305,0.02625569906069497
0.9741037905759644,0.025896209424035584
0.9924487718475542,0.007551228152445732
0.9904065204802612,0.009593479519738705
0.9957805534802459,0.004219446519754148
0.9708019320921863,0.029198067907813582
0.8908125989698696,0.10918740103013044
0.9855315435639117,0.01446845643608823
0.9500168492099833,0.04998315079001665
0.9967967313121111,0.0032032686878889116
0.9989032292625561,0.0010967707374438245
0.9128371720420055,0.08716282795799447
0.9480299813921725,0.05197001860782746
0.9925779790097954,0.007422020990204636
0.9987612995731908,0.0012387004268091448
0.995381947528336,0.004618052471664095
0.9982799859558459,0.0017200140441541872
0.9980266204881029,0.0019733795118971244
0.9838015362245816,0.0161984637754185
0.9614354738148415,0.038564526185158425
0.9519867461434004,0.04801325385659954
0.9790849040992353,0.0209150959007646
0.9618419441559737,0.038158055844026234
0.9928276198430847,0.007172380156915378
0.9590209538899054,0.04097904611009473
0.976021124109308,0.02397887589069196
0.9983339611533889,0.0016660388466111502
0.9883786200026328,0.011621379997367393
0.9927445322524041,0.007255467747595819
0.979229609315505,0.020770390684495058
0.9445432020666854,0.05545679793331459
0.9442400193227206,0.05575998067727933
0.9640798521624663,0.03592014783753365
0.984408415720472,0.015591584279528028
0.9943240149193525,0.005675985080647448
0.994910517234849,0.0050894827651509905
0.9793338029948749,0.020666197005124985
0.9578253618982147,0.04217463810178542
0.946421077439578,0.05357892256042195
0.9392950767688503,0.06070492323114988
0.9227243219508128,0.07727567804918711
0.9901818562172315,0.00981814378276853
0.9382932022055503,0.0617067977944496
0.9368611859923205,0.06313881400767941
0.971116175942757,0.028883824057242886
0.8587131263816669,0.14128687361833311
0.9018110924121466,0.09818890758785326
0.9889912065502965,0.01100879344970362
0.9922383299387805,0.007761670061219611
0.9394875475611152,0.060512452438884756
0.9899082122874838,0.010091787712516148
0.9959771316202037,0.0040228683797963105
0.9618700206982223,0.038129979301777715
0.8930659638328649,0.10693403616713511
0.9900876429200562,0.009912357079943703
0.9622281149105323,0.03777188508946782
0.9112320302412085,0.08876796975879155
0.8241904958755741,0.175809504124426
0.9768474284618384,0.023152571538161696
0.9542532784290361,0.04574672157096395
0.9916108433654258,0.008389156634574194
0.9433139199338452,0.05668608006615483
0.7825887400959706,0.21741125990402946
0.9792762225361956,0.020723777463804403
0.9854269002820034,0.01457309971799649
0.9616522915679431,0.03834770843205693
0.9803340335833086,0.019665966416691383
0.9977399147394789,0.002260085260521079
0.9965840975355714,0.003415902464428528
0.9768363065277704,0.02316369347222966
0.9821678465323566,0.017832153467643327
0.9967851372338544,0.003214862766145614
0.8960154095570106,0.1039845904429894
0.8691476265836836,0.1308523734163163
0.9667564931030552,0.03324350689694478
0.9511384290442501,0.048861570955749854
0.9620925138098754,0.03790748619012465
0.9994475383678799,0.0005524616321200216
0.9594652371282013,0.04053476287179869
0.9445448369128212,0.05545516308717871
0.9931738118872175,0.006826188112782493
0.926177128053996,0.07382287194600408
0.9677397903431102,0.032260209656889714
0.9488022293356834,0.051197770664316716
0.9373846430777484,0.06261535692225163
0.9710884614588615,0.028911538541138492
0.9985659643652453,0.0014340356347547442
0.9013574023669365,0.0986425976330635
0.8626579302668645,0.1373420697331355
0.9650085494324011,0.03499145056759895
0.9932008146902329,0.006799185309767165
0.8777636179674373,0.12223638203256271
0.9053853515931796,0.09461464840682049
0.9983262066394444,0.0016737933605556758
0.9465704815186934,0.0534295184813067
0.9833030681691718,0.01669693183082815
0.9800754524549242,0.019924547545075676
0.9418929917543916,0.05810700824560844
0.9000391380780172,0.09996086192198277
0.9685387326063359,0.03146126739366402
0.9727140020796057,0.027285997920394208
0.9300563086201769,0.06994369137982323
0.9959258252026577,0.004074174797342332
0.9776083115022932,0.022391688497706806
0.9996305395815779,0.0003694604184221705
0.9971605412909058,0.0028394587090941887
0.9904501391757565,0.009549860824243432
0.8401921873473388,0.15980781265266136
0.9298694908635777,0.0701305091364223
0.9683911287062308,0.031608871293769235
0.956496446962011,0.04350355303798894
0.8932845875524642,0.1067154124475358
0.984971834255571,0.015028165744429106
0.9821522758918512,0.017847724108148937
0.992838190118175,0.0071618098818249385
0.9540831949830765,0.045916805016923606
0.9788072162568618,0.021192783743138145
0.8952446963910496,0.10475530360895033
0.9864283258281632,0.01357167417183683
0.9989002310596754,0.0010997689403246746
0.9847071241022561,0.015292875897743847
0.9278822919160246,0.07211770808397548
0.9024913550886825,0.09750864491131749
0.9813489695598769,0.018651030440122986
0.9707561241119187,0.0292438758880813
0.9687714639511025,0.031228536048897495
0.9943018331088698,0.00569816689113029
0.9682699840749948,0.03173001592500521
0.9983206535117827,0.0016793464882172205
0.9861087494502525,0.013891250549747507
0.9981384358817126,0.0018615641182874302
0.9160736041327062,0.08392639586729374
0.9554460184816229,0.044553981518377105
0.9202722939924025,0.07972770600759736
0.9616976636275809,0.03830233637241893
0.9945928372079663,0.005407162792033712
0.9417466532461921,0.05825334675380782
0.8226131072419327,0.1773868927580673
0.9834967741585884,0.016503225841411635
0.9523565599172285,0.04764344008277153
0.9648959828007887,0.035104017199211246
