weight_mech_1,weight_mech_2
0.9539787380071233,0.04602126199287673
0.9758462350404642,0.024153764959535834
0.7124940258649173,0.28750597413508283
0.3158172950194868,0.6841827049805133
0.49544312505347887,0.5045568749465211
0.7484019558419313,0.2515980441580687
0.4737718487702913,0.5262281512297086
0.17970466741333735,0.8202953325866627
0.3948612675553191,0.6051387324446811
0.3703902555124726,0.6296097444875274
0.8359258422645371,0.16407415773546288
0.9063874898573284,0.09361251014267163
0.5342226224796808,0.4657773775203191
0.7967349792644108,0.20326502073558914
0.3272789391462011,0.672721060853799
0.09102705909832394,0.9089729409016761
0.5969023646113149,0.4030976353886851
0.4388814618453517,0.5611185381546483
0.998020444338231,0.001979555661769051
0.7015453800550916,0.2984546199449085
0.6045431101433899,0.3954568898566102
0.7351487746735827,0.2648512253264172
0.12472540235266875,0.8752745976473312
0.2261490915794665,0.7738509084205335
0.9129695046318552,0.0870304953681448
0.08945594327238493,0.910544056727615
0.7913417560544771,0.20865824394552296
0.25872917547094404,0.741270824529056
0.04648616398960116,0.9535138360103989
0.47851706507525976,0.5214829349247402
0.26417779127735963,0.7358222087226404
0.9121565892795592,0.08784341072044088
0.036060681430218296,0.9639393185697818
0.3729821583291894,0.6270178416708105
0.34523516685808536,0.6547648331419147
0.1421916534775191,0.857808346522481
0.10263533916057463,0.8973646608394252
0.9793440521829773,0.02065594781702265
0.43509384542927726,0.5649061545707226
0.5150609727221659,0.4849390272778341
0.45631716831171093,0.5436828316882889
0.22644715162944834,0.7735528483705517
0.49573741405024396,0.5042625859497561
0.6500358425321213,0.3499641574678788
0.9663823815408359,0.03361761845916404
0.8190198247905816,0.18098017520941845
0.2215442901489549,0.7784557098510451
0.6431337486803907,0.35686625131960936
0.8713373867246526,0.12866261327534745
0.514624416297032,0.4853755837029679
0.6481720498463577,0.35182795015364227
0.7019691338006433,0.2980308661993567
0.18899864909699127,0.8110013509030088
0.8229803041901055,0.17701969580989452
0.49976879287836434,0.5002312071216357
0.5962070163151336,0.40379298368486644
0.9143395468521794,0.0856604531478205
0.7270903709973939,0.27290962900260596
0.36837011587345425,0.6316298841265457
0.15076214932243026,0.8492378506775698
0.3325319942742865,0.6674680057257135
0.6120068750727004,0.38799312492729965
0.8942552102040053,0.10574478979599473
0.3493904022711155,0.6506095977288844
0.8356507486583602,0.1643492513416398
0.9370582062551591,0.0629417937448408
0.09524461396279328,0.9047553860372068
0.2932489303559205,0.7067510696440795
0.5179800448450254,0.48201995515497453
0.532749390440281,0.4672506095597189
0.7064903822262703,0.29350961777372986
0.00733337331260963,0.9926666266873903
