weight_mech_1,weight_mech_2,weight_mech_3
0.9392556834001766,0.049561351160155996,0.011182965439667387
0.978497364118153,0.008761031342441376,0.012741604539405657
0.9795140050264288,0.01544784759415553,0.0050381473794157
0.9410998245344377,0.03159243628515725,0.027307739180404987
0.9616943059794288,0.036161924369763836,0.0021437696508073384
0.9563255050455591,0.03584412207236312,0.007830372882077687
0.9511080087588755,0.04398585031634362,0.004906140924780916
0.9525414107812151,0.0339454480050457,0.013513141213739137
0.9368096112620984,0.05003569403776735,0.013154694700134287
0.9807461955623428,0.010421625965965246,0.008832178471692027
0.9713060962104707,0.011194685586804655,0.0174992182027246
0.9734716213240139,0.02028348458098524,0.006244894095001068
0.9714488936656823,0.01493496530953707,0.013616141024780502
0.9785181155981025,0.017075575511615683,0.004406308890281662
0.9357108053536349,0.06075829233159957,0.003530902314765391
0.9850200776049881,0.0014014559462444834,0.013578466448767533
0.9530621064360919,0.027842219876780937,0.01909567368712723
0.9566696751435375,0.04236135862381382,0.0009689662326487011
0.9622481484251089,0.03064127734321388,0.007110574231677194
0.9505381938797398,0.04034753456003448,0.00911427156022561
0.981642709131675,0.01626708683859283,0.0020902040297322323
0.9627597998322932,0.03698835945579972,0.000251840711907214
0.9624710418604813,0.02652157850309531,0.011007379636423398
0.969455573788653,0.008310916466203867,0.0222335097451432
0.9589351643254054,0.026225569554856054,0.01483926611973849
0.9764213544212621,0.01606739191631746,0.007511253662420483
0.9518327776704888,0.044274947054755355,0.0038922752747559
0.959433575983213,0.03792706034687413,0.002639363669912887
0.9702981353408032,0.022410737635157617,0.007291127024039206
0.9623966490687194,0.03723962482290584,0.00036372610837483805
0.9648433947057231,0.023030800015266483,0.012125805279010405
0.976093024843069,0.012759682396989054,0.011147292759941925
0.9509008114187999,0.02930969492681216,0.019789493654387983
0.9205597475054929,0.0598984857251485,0.019541766769358725
0.9921163987185784,0.003426275661881254,0.004457325619540407
0.9791932771460523,0.00939133075143649,0.011415392102511069
0.9770987874174308,0.022660539057512117,0.00024067352505700054
0.9617126482874165,0.03460448899699686,0.0036828627155866328
0.9819106103008253,0.009797569310036574,0.008291820389138149
0.9576811638352535,0.040313360235552716,0.0020054759291938252
0.9523866036491656,0.041369360896117,0.006244035454717477
0.9757292171341225,0.006889227318145787,0.017381555547731575
0.9581829344603001,0.029657971825314974,0.01215909371438491
0.9249543123093442,0.06129432071648552,0.013751366974170225
0.9753570338834169,0.008279539531039543,0.01636342658554368
0.9782859128231229,0.01975833424827852,0.00195575292859858
0.9757327538972692,0.015437312148833834,0.008829933953896888
0.98612746425326,0.004776908094606235,0.009095627652133722
0.9888137479115857,0.008259695208236427,0.0029265568801777686
0.9773661523335407,0.013670455833045596,0.00896339183341364
0.9803133949160819,0.006595949158692716,0.013090655925225415
0.9521947779403094,0.03511199023306216,0.01269323182662847
0.9895325987668039,0.002191880426226603,0.008275520806969501
0.9609143173582102,0.020496137794986196,0.018589544846803502
0.9754126596125149,0.010221290027226134,0.0143660503602591
0.9616455846771491,0.009847267853624055,0.028507147469226852
0.9544649045313872,0.027426112193248746,0.018108983275364077
0.9832459003516542,0.003392986661550599,0.013361112986795142
0.9527375559319817,0.030721475210578775,0.01654096885743959
0.9858599225782779,0.006998791935778,0.007141285485944068
0.9590890317046614,0.011194096667724246,0.029716871627614324
0.958588774866217,0.0360725500714799,0.005338675062303111
0.9766246433807609,0.016897144621880404,0.006478211997358778
0.985672638802449,0.0003176402504821368,0.01400972094706882
0.9670398316022814,0.019246410106333038,0.013713758291385696
0.9762773232125793,0.011719383213392873,0.012003293574027787
0.9194101037441355,0.07233273245424081,0.008257163801623701
0.9642632622937344,0.022813986758674465,0.012922750947591086
0.9802846225731804,0.016340889442038816,0.0033744879847807437
0.9683167270326397,0.02660086998393675,0.0050824029834235195
0.9603821631439933,0.033763399987144685,0.005854436868862013
0.9718385638482431,0.015515626372182935,0.012645809779574002
0.9878718248503635,0.003365716628244274,0.008762458521392142
0.9709281549255385,0.029060612305009916,1.1232769451612515e-05
0.9696427439364422,0.01659440386861216,0.01376285219494561
0.973951923477067,0.01821463206769793,0.007833444455235067
0.9843456157776657,0.007256389898521318,0.008397994323812892
0.9671856925892159,0.018702958509231808,0.014111348901552192
0.9738666997158745,0.024372775094755186,0.0017605251893703972
0.9856541158802468,0.005933641612181896,0.008412242507571367
0.9700911400053496,0.012395187997274973,0.017513671997375448
0.9556355034754723,0.03296358720752752,0.011400909317000081
0.9553958655890695,0.035463300060289873,0.009140834350640527
0.954408649004785,0.04108425325045256,0.004507097744762433
0.9440602323508231,0.043909246112805056,0.0120305215363717
0.9660797780354657,0.02530302269552542,0.00861719926900881
0.9307895591182491,0.04692417145187429,0.022286269429876524
0.9706856909542866,0.02671173079085923,0.0026025782548541984
0.9858015309128796,0.0031517776362292,0.011046691450891342
0.9961962060319679,0.0005385923457182787,0.0032652016223139327
0.9640174961044469,0.03193046039193309,0.004052043503620064
0.989944220034455,0.007929593398938523,0.002126186566606329
0.9781713198282898,0.0033652665587445064,0.01846341361296572
0.9283735173734715,0.06634044104030606,0.00528604158622239
0.9800878364182045,0.00824913708341456,0.011663026498380942
0.9684742265721066,0.024937900430494424,0.0065878729973989775
0.9754311634028652,0.018031409486183664,0.006537427110951059
0.9734257901010211,0.015172441909136648,0.01140176798984222
0.9687851235684461,0.02697781981660801,0.004237056614945895
0.9891079439548784,0.010367122516364945,0.00052493352875661
0.9927539572930569,0.0008037042497459123,0.00644233845719727
0.9673041981017231,0.02376968847200152,0.008926113426275408
0.9713877196973099,0.020556519774670427,0.008055760528019687
0.9604576151506159,0.03200224418879644,0.007540140660587633
0.9727384865206239,0.001527880868009104,0.025733632611366956
0.9522855207652526,0.04513231033647854,0.00258216889826886
0.9767543420362425,0.015538330639891518,0.00770732732386609
0.9767673385118627,0.02037708818000598,0.002855573308131341
0.9763455289953976,0.005219536427959346,0.01843493457664303
0.9171745388498294,0.06713172300825757,0.015693738141913126
0.9746568553522688,0.01879934454618187,0.0065438001015493096
0.9620515748216728,0.02846958828714944,0.009478836891177952
0.9328580204064724,0.051128800438071005,0.016013179155456744
0.935784607061508,0.060662905019542794,0.0035524879189492687
0.9683781467543274,0.019585252895892212,0.012036600349780397
0.9680002600946143,0.030176883806303494,0.0018228560990824095
0.9858017041252926,0.013528682971728252,0.0006696129029791657
0.9876501314768854,0.009927949041173294,0.0024219194819412484
0.9910492348719468,0.007014950276182901,0.0019358148518702032
0.9671075564501598,0.020750336435203003,0.012142107114637243
0.9764401152845661,0.020186965618755503,0.0033729190966785595
0.9766278682736476,0.007021782744099287,0.016350348982253054
0.9649586462447647,0.033049463257321526,0.0019918904979137953
0.9685568667547756,0.018790430528919377,0.012652702716305024
0.9736389858421921,0.02332680967524278,0.0030342044825651293
0.9875534626614896,0.0014329467683442964,0.011013590570166163
0.9632061954278051,0.034782240350753016,0.002011564221441873
0.9142289502033927,0.076522205075272,0.009248844721335383
0.9486313089910776,0.024600902030611795,0.02676778897831054
0.9873717115319439,0.003032400671044649,0.009595887797011477
0.9878414408093128,0.01183547433737446,0.00032308485331269027
0.9810302220401721,0.01603919782299784,0.0029305801368301357
0.9801714099161268,0.018979630517993052,0.0008489595658801154
0.9785284179257006,0.011403004420605312,0.010068577653694111
0.9490975719908257,0.03894348003044813,0.01195894797872615
0.9773335167324803,0.02241579935183612,0.0002506839156836289
0.992298957576871,0.004628728972858597,0.0030723134502703355
0.96386841479695,0.031120908419051668,0.005010676783998317
0.9729701031280206,0.026241341145812988,0.0007885557261664483
0.980228000528391,0.016966881036666555,0.0028051184349424056
0.9494770044239941,0.04041328132329646,0.010109714252709423
0.9724569834957855,0.022369138305880127,0.005173878198334444
0.9632647848940242,0.03622654723823285,0.0005086678677428175
0.9630267247548466,0.023036815868876907,0.013936459376276378
0.9657274531910148,0.028383146444596035,0.0058894003643891945
0.9574872329634425,0.036523904623823114,0.005988862412734409
0.9841327521921147,0.01285373400088446,0.0030135138070008006
0.9728085684250174,0.014749661922013014,0.012441769652969599
0.9569224853843118,0.042823874140193424,0.0002536404754948911
0.9812604643181284,0.015056364040275572,0.003683171641595936
0.9755602568410789,0.019836325824066327,0.004603417334854835
0.9121907950518595,0.08126590468622255,0.006543300261918033
0.9597810347776393,0.030561823817624876,0.009657141404735682
0.9533956200222766,0.02576990030088739,0.020834479676835972
0.9790912305651311,0.011381277621844623,0.009527491813024236
0.9783627638441218,0.00779879256750098,0.013838443588377162
0.9948859424895065,0.0044431692999849365,0.000670888210508714
0.9673929891121803,0.02149944594005346,0.011107564947766324
0.9465539596920209,0.044729282754003924,0.00871675755397519
0.9836549512453543,0.008248566505524043,0.008096482249121706
0.9584593063324989,0.03734796975061924,0.004192723916881952
0.9736536175103772,0.02238124698426265,0.0039651355053602665
0.9816170739898679,0.011706854004947415,0.006676072005184587
0.9773653326148563,0.02077612646493805,0.0018585409202057188
0.9552059417423929,0.04099175190480409,0.0038023063528030633
0.9952767792679442,0.0010295868432715545,0.0036936338887840624
0.9614665133785494,0.03427727568193895,0.004256210939511597
0.9846632442222855,0.013278603896342646,0.0020581518813718204
0.9847873174885458,0.0035216896859992758,0.011690992825454978
0.994124283987489,0.005035909698518575,0.0008398063139924423
0.9740631664511767,0.014956745832642983,0.010980087716180342
0.9823120491583361,0.015824328902833796,0.0018636219388300326
0.965230932195523,0.032556104578936214,0.002212963225540884
0.9682413986446081,0.026985874635030303,0.004772726720361521
0.9649874500738944,0.02850303136450446,0.006509518561601049
0.9879660750340644,0.0005442702657482391,0.011489654700187429
0.9640357696692129,0.031762062601066184,0.004202167729720835
0.9816042898091483,0.011720274335157353,0.00667543585569432
0.9696920163929826,0.028290428926621897,0.002017554680395478
0.9276499320912116,0.05738905828410476,0.014961009624683637
0.9605178806061722,0.022355143955881028,0.017126975437946824
0.9970341063848872,0.0013173394214569167,0.0016485541936559376
