weight_mech_1,weight_mech_2,weight_mech_3
0.7237027677005922,0.11761631295840966,0.15868091934099818
0.8204437059081952,0.03107908733411321,0.14847720675769155
0.8122158389037532,0.016476453891587292,0.17130770720465943
0.768441888735911,0.12958479024398295,0.10197332102010596
0.6733629637078428,0.09448909639452256,0.23214793989763466
0.7626756661364874,0.11305588983092275,0.12426844403258983
0.6335849542252897,0.09395644436510733,0.27245860140960315
0.8528424150600306,0.0357168527017216,0.11144073223824781
0.7882912195645361,0.10013282538390404,0.11157595505155984
0.5787151940347487,0.3059745002774865,0.11531030568776483
0.931586505207557,0.006118722990785288,0.06229477180165768
0.8799327084534208,0.022029124057825464,0.0980381674887538
0.6268411972132899,0.2413073470904584,0.1318514556962517
0.7588944837327903,0.08449584321999812,0.1566096730472117
0.8501502689667915,0.07878418221946232,0.07106554881374616
0.8265421221995423,0.024414578419129387,0.1490432993813284
0.6915816231722588,0.19885241878014898,0.10956595804759235
0.7469397164392001,0.15622245367178347,0.09683782988901653
0.8293773243818712,0.06607707891411997,0.10454559670400886
0.7954153066540955,0.07234678784860048,0.13223790549730385
0.34128758771918544,0.4026668512671166,0.2560455610136979
0.7886852256231344,0.08377501747137574,0.12753975690548988
0.8727420013868779,0.09323228054566081,0.034025718067461394
0.5828477414502292,0.19198309509095565,0.2251691634588151
0.7263294314165885,0.14509172320277874,0.1285788453806328
0.7099222951733839,0.08926109920771734,0.20081660561889872
0.8592269984465587,0.004264205403093641,0.13650879615034775
0.6351625080904797,0.29455875103965884,0.07027874086986145
0.813837556158684,0.058302122057944175,0.12786032178337176
0.6415451200781502,0.15561581273302216,0.20283906718882766
0.8323134586112177,0.02247339054263772,0.14521315084614453
0.8090996271665992,0.0689310434688135,0.12196932936458739
0.8562431302878668,0.024889244828798604,0.11886762488333454
0.6621033652126026,0.13495364796963336,0.20294298681776396
0.7184071639309332,0.11137234210465703,0.17022049396440986
0.8825281455628126,0.04212168312010418,0.07535017131708328
0.7610411776295326,0.06626763202202635,0.17269119034844105
0.7737875389431934,0.07210200219767765,0.15411045885912902
0.8339272703528501,0.13827623873058295,0.027796490916567055
0.6741923229976907,0.1845421839136584,0.14126549308865077
0.764825888431169,0.0069815244222398735,0.22819258714659107
0.822820370263584,0.07254238359840155,0.10463724613801446
0.6911641609314506,0.17533711156407444,0.13349872750447486
0.8856605825077655,0.05816207499327168,0.056177342498962834
0.752338694784119,0.08175373407333315,0.16590757114254776
0.6868161134340548,0.179402716433727,0.1337811701322183
0.6985618727387233,0.1764187484249652,0.12501937883631167
0.41276781250704453,0.3145736978482902,0.27265848964466527
0.7809798996541917,0.04658010910752121,0.17243999123828707
0.6562555343177982,0.23026402532226306,0.11348044035993879
0.48382005037038905,0.266712995506789,0.24946695412282208
0.8465270934410398,0.07391852613308088,0.07955438042587935
0.7847800344913084,0.011136382548484407,0.20408358296020718
0.8733185838907762,0.0641591264414205,0.06252228966780321
0.593613652290255,0.19638947638983636,0.20999687131990868
0.6964108173695162,0.10467429740535741,0.1989148852251264
0.8290805489548588,0.05130825606700113,0.11961119497814
0.8681428314063323,0.013314543244554597,0.11854262534911317
0.8044627967505633,0.030327209232704867,0.16520999401673184
0.9067646901801766,0.010973503584975543,0.08226180623484775
0.7920159086084405,0.05695871633506669,0.15102537505649274
0.715477140068978,0.12197243265671706,0.1625504272743048
0.9050673066775446,0.07167190431857759,0.023260789003877857
0.8780835252409293,0.047357597555821314,0.07455887720324932
0.8912937733057921,0.003785415376450544,0.10492081131775734
0.6621772948491174,0.21316317049175057,0.1246595346591322
0.7029529881113047,0.20238867355380258,0.09465833833489268
0.8714455913104814,0.017181315381522417,0.11137309330799616
0.8881790029567476,0.07908304101701648,0.03273795602623589
0.7827061417365849,0.023302724319209905,0.19399113394420517
0.8232193062290593,0.08280295402250219,0.09397773974843854
0.7992266584702841,0.08026058971851638,0.12051275181119941
0.8103523004493141,0.00013388851075987274,0.1895138110399261
0.8418756412566225,0.034324982926050324,0.12379937581732717
0.6864152656434483,0.15291164820233588,0.1606730861542158
0.7765589951251549,0.09799465311630187,0.12544635175854324
0.8086817762412967,0.021150462129713,0.17016776162899036
0.8897990497531755,0.04455911562775247,0.06564183461907205
0.7833850735776563,0.0748761045896127,0.14173882183273104
0.8570494158856852,0.0007332685772682433,0.1422173155370465
0.8432435483659952,0.030420687137687637,0.12633576449631703
0.7933686304825714,0.03756259080349342,0.16906877871393516
0.7444149688634623,0.12980081680968747,0.12578421432685036
0.8018949014627577,0.06827726467651668,0.12982783386072574
0.6856737395505478,0.18109983819840944,0.1332264222510428
0.6504268359899725,0.1414381184682823,0.20813504554174517
0.5703666129465589,0.30667058073647285,0.12296280631696838
0.881569714659878,0.024140443854309662,0.09428984148581238
0.8737786261214062,0.014467493114857613,0.11175388076373616
0.8230064862000659,0.035819530974207765,0.1411739828257262
0.7824677045637781,0.10078809712440781,0.1167441983118142
0.6821890411521756,0.045337653021612745,0.27247330582621154
0.8444753470505633,0.01910323731269165,0.13642141563674523
0.8160897866401325,0.03745604664555946,0.1464541667143079
0.7185692941731882,0.09407409366983994,0.1873566121569718
0.6312004437202303,0.17959958825944952,0.18919996802032024
0.8558875160367114,0.10938282531077094,0.03472965865251773
0.7666276804742043,0.07801790292793265,0.15535441659786312
0.9327846891470857,0.00072742233521251,0.06648788851770189
0.7100825321868104,0.08953517216542785,0.20038229564776183
0.520129600287007,0.2687900466975446,0.2110803530154483
0.7878448208405456,0.09459179238180879,0.1175633867776457
0.8337794267000584,0.029103566464549566,0.137117006835392
0.8565838985339953,0.05295205782315262,0.09046404364285203
0.7855330818498928,0.09639971536428818,0.1180672027858189
0.7056349102503605,0.10140943997001367,0.1929556497796257
0.817623438720431,0.023761297568835035,0.15861526371073398
0.840107311960796,0.0384211954367372,0.12147149260246688
0.7191279090225272,0.18739906554147606,0.09347302543599681
0.5890450028554625,0.19300819294465474,0.21794680419988277
0.7297193107191093,0.16588384885788104,0.10439684042300951
0.8327657980242094,0.0599884891253645,0.10724571285042613
0.7868812811083836,0.04737757291319015,0.16574114597842624
0.8016419932970923,0.12112413358961693,0.07723387311329062
0.7555806067237802,0.053148158784699244,0.1912712344915207
0.7528227423289612,0.15569632393410285,0.09148093373693605
0.7845641149213675,0.08874943674829619,0.1266864483303363
0.7841847624253951,0.06583758220000487,0.14997765537460003
0.7302129975767269,0.07711202538033615,0.19267497704293704
0.885984660759316,0.04154247927471235,0.0724728599659715
0.7986207337385737,0.009873661091869906,0.19150560516955645
